162,73,60,25,1
164,230,129,59,1
166,160,110,39,10
167,260,173,50,2
168,200,45,45,192
169,200,45,45,192
170,292,220,102,1
172,183,183,30,2
173,323,198,80,1
173,250,190,52,2
174,241,202,114,1
175,236,200,52,2
175,235,200,50,3
175,204,91,41,1
175,170,110,60,3
175,156,132,75,2
176,200,45,45,192
177,200,45,45,192
178,100,100,100,1
180,241,109,64,2
180,228,178,22,2
180,205,150,20,1
180,205,148,38,1
180,202,146,12,2
180,200,149,55,2
180,133,106,53,1
180,120,100,40,4
181,225,200,65,1
182,238,184,60,7
183,220,160,45,1
184,187,110,110,3
185,100,50,30,2
186,230,170,48,3
186,215,210,40,2
186,210,160,55,2
187,221,95,89,1
188,142,107,59,1
188,141,108,58,1
188,125,110,70,2
189,205,170,60,1
189,190,180,110,4
189,180,173,110,3
190,250,200,95,3
191,278,240,86,2
191,250,120,35,2
191,232,98,40,2
192,190,190,33,4
192,178,76,70,2
192,100,100,65,4
194,145,95,95,4
195,245,110,67,1
195,245,107,65,2
195,204,148,38,1
195,204,48,15,1
195,202,147,30,1
195,200,149,55,2
195,200,148,50,1
196,271,204,96,1
196,245,155,70,2
196,208,145,105,1
196,172,96,56,1
196,156,132,75,4
197,220,160,45,1
197,173,129,129,1
198,375,217,52,1
199,271,178,147,1
199,119,105,90,2
200,215,210,40,1
201,244,158,111,1
202,220,140,45,5
203,210,153,40,3
205,310,165,80,1
206,220,160,45,1
207,295,207,65,2
208,340,300,70,2
208,330,270,90,2
208,278,250,75,2
208,265,210,50,4
208,230,200,45,2
208,228,218,140,2
208,114,90,55,2
209,250,200,85,2
209,165,165,45,1
209,165,135,40,3
210,175,130,130,2
211,195,87,87,4
213,283,193,53,2
214,204,148,38,2
214,202,147,30,2
214,135,110,53,4
215,140,88,88,3
216,280,219,57,4
216,230,129,59,2
216,225,200,65,1
216,215,210,40,1
216,200,170,45,2
217,255,172,23,2
217,222,144,40,2
217,220,122,70,3
217,185,140,60,3
217,120,100,40,2
218,230,129,59,1
219,380,290,52,4
219,310,180,50,2
219,275,160,50,2
219,226,201,46,3
219,220,135,55,5
219,200,150,45,2
219,190,185,35,2
219,160,110,39,9
220,270,230,120,1
220,230,92,62,1
220,180,160,31,1
220,170,150,60,3
221,215,210,40,2
222,285,195,95,4
222,280,180,85,2
224,250,160,110,2
225,220,160,45,1
226,193,74,74,5
227,213,132,60,1
227,212,162,49,3
228,145,90,65,4
229,220,122,62,2
230,181,129,129,1
232,198,83,83,3
232,195,87,87,1
233,203,75,75,6
234,338,220,80,5
236,126,102,51,5
237,239,190,55,1
237,228,153,65,2
237,228,153,65,1
237,210,158,65,1
237,105,105,70,1
237,104,104,72,1
238,260,210,127,5
238,258,195,157,3
239,244,158,111,1
240,230,155,75,1
241,223,125,120,2
241,210,143,35,2
242,250,170,39,2
243,235,220,45,2
244,211,192,95,1
244,155,133,40,2
245,165,90,90,4
245,165,75,55,2
246,215,180,55,2
246,170,145,45,2
246,148,88,34,1
246,140,130,45,3
247,220,160,45,1
248,205,150,20,1
248,200,149,55,1
249,236,175,47,3
250,270,183,135,1
251,238,152,60,3
252,241,202,114,1
253,275,205,70,2
253,225,185,60,2
254,255,185,63,3
255,193,143,40,5
256,255,172,23,3
256,254,170,51,1
256,253,170,30,1
256,250,189,35,2
256,243,170,50,1
256,230,168,28,1
256,211,157,32,1
256,210,110,30,2
256,192,139,21,1
256,146,130,48,1
256,130,100,50,2
257,95,95,95,6
258,328,228,70,22
259,255,105,53,18
260,183,83,44,5
261,230,129,59,1
262,135,105,105,2
263,222,144,100,1
263,217,160,37,2
263,190,123,45,5
263,188,124,50,5
263,160,120,40,5
263,155,125,45,5
264,243,110,77,2
264,120,75,75,2
265,272,190,56,1
265,266,116,96,1
265,240,175,75,1
265,201,90,40,1
265,198,98,58,1
265,166,108,71,1
265,160,115,53,1
265,151,145,110,1
266,300,184,122,1
266,265,160,150,1
267,258,155,28,4
268,365,253,72,1
268,250,172,40,4
269,300,200,40,2
269,244,150,60,2
269,244,149,52,2
270,198,165,40,5
271,252,176,68,2
271,210,158,50,2
271,200,148,50,1
271,185,128,35,2
271,164,105,65,1
272,152,88,88,3
273,235,220,45,1
273,160,90,90,1
274,329,239,10,6
274,245,103,37,2
274,205,150,60,4
274,120,75,75,1
275,210,205,71,1
275,114,90,55,1
276,320,215,36,2
276,228,168,42,1
277,322,225,95,3
278,241,202,114,5
279,269,193,81,1
279,265,160,150,1
279,233,128,28,2
279,180,180,40,2
279,180,175,55,2
279,180,175,40,2
280,152,65,40,1
281,310,225,80,2
282,265,155,70,7
283,266,115,96,1
283,250,140,45,1
284,385,295,60,2
285,281,201,20,2
285,248,161,103,2
286,310,210,118,1
287,297,207,52,2
287,200,133,40,2
288,208,140,18,5
289,170,152,63,1
290,300,300,75,1
290,165,165,45,1
291,248,203,180,2
292,343,175,106,3
293,198,165,40,1
294,350,215,65,2
294,257,88,30,1
294,255,177,55,2
294,222,150,29,1
294,196,139,43,2
294,178,124,25,2
294,89,89,88,1
294,80,65,65,2
295,165,94,45,6
296,306,210,62,2
296,147,90,90,1
297,345,238,65,6
298,170,165,95,2
299,190,150,145,1
300,150,92,83,1
301,130,87,87,1
302,271,198,63,3
303,220,160,45,1
303,105,61,20,1
304,240,180,75,1
304,210,180,40,1
305,350,300,100,2
305,232,105,63,7
307,152,88,88,2
308,255,177,55,2
308,120,105,60,1
309,110,67,67,4
309,100,100,80,1
310,235,157,23,1
310,184,130,42,1
310,150,145,50,2
310,128,117,50,8
310,102,102,27,4
310,100,100,30,4
311,320,260,70,1
312,310,229,40,10
312,230,122,70,10
312,220,155,30,10
312,190,110,55,6
314,182,94,82,2
314,102,102,65,3
315,157,118,63,10
316,215,190,70,8
318,165,81,48,2
319,181,129,129,2
319,110,100,80,1
320,252,176,68,48
320,240,200,60,5
321,280,220,80,3
322,244,158,111,2
323,335,228,35,1
323,210,150,42,2
324,248,157,47,1
324,221,125,90,1
324,210,161,140,1
325,270,190,56,1
325,266,115,96,2
325,249,154,56,3
325,231,171,50,2
325,180,145,55,1
325,177,155,30,2
325,172,96,56,1
325,162,101,26,12
326,255,168,30,2
327,270,183,135,1
329,196,157,128,4
329,196,157,128,8
330,248,180,50,2
330,245,175,65,1
330,228,170,32,1
330,222,156,30,1
330,211,158,34,1
330,200,148,50,1
331,298,200,40,2
331,150,80,20,2
332,220,135,55,7
333,175,135,85,1
334,305,225,70,2
334,280,240,35,2
334,244,158,111,1
335,120,120,120,1
335,120,120,120,1
335,120,120,119,1
336,230,135,45,2
337,215,142,52,2
338,233,206,62,6
338,210,180,50,3
338,205,175,50,2
339,300,280,30,4
340,320,210,90,2
340,209,150,37,2
340,198,93,21,6
340,195,133,60,2
340,183,140,48,2
340,100,98,98,1
341,135,90,90,1
342,160,88,88,1
343,245,230,80,2
344,310,210,118,4
345,240,200,112,2
346,135,40,15,1
347,350,220,90,1
347,260,180,145,1
348,161,148,50,20
348,155,145,59,20
348,152,146,55,20
349,120,120,120,1
350,181,129,129,20
350,110,100,80,10
351,247,182,35,2
351,225,158,30,2
351,210,140,45,4
352,263,182,148,1
353,208,140,18,5
354,280,195,40,1
354,270,195,30,1
354,225,200,65,1
355,307,228,45,1
355,210,149,38,6
355,162,106,51,1
356,245,172,50,4
356,245,110,67,4
356,245,107,65,4
356,205,150,30,4
356,205,150,20,4
356,204,148,38,4
356,204,48,15,4
356,202,147,30,4
356,125,110,30,6
357,283,208,40,5
357,282,208,60,5
358,260,176,50,1
358,238,216,58,2
359,250,169,40,8
359,211,157,32,2
360,232,131,57,5
361,210,150,38,2
361,198,138,25,2
361,193,140,25,2
361,165,118,37,3
362,240,147,59,1
362,150,150,35,2
363,340,160,65,6
363,337,155,70,6
363,322,154,70,6
363,253,133,123,4
363,195,180,160,2
363,195,180,160,2
363,160,90,90,10
364,355,190,57,3
364,310,213,77,3
364,275,205,120,1
364,270,200,100,3
364,243,185,110,3
365,250,205,180,5
365,244,158,111,4
366,150,80,70,1
367,300,150,40,1
367,275,160,60,2
367,245,200,70,2
367,231,123,41,2
367,230,200,45,1
367,220,135,55,2
368,235,233,75,1
369,215,185,73,1
369,90,84,70,2
371,300,183,122,4
372,263,182,149,5
373,135,40,15,1
374,270,183,135,1
375,153,106,106,1
375,153,106,106,1
376,200,160,80,2
377,350,220,90,1
377,310,210,118,1
378,185,110,55,1
378,181,129,129,1
379,288,238,32,1
379,220,160,45,1
379,208,140,18,3
379,199,119,55,1
380,390,265,40,1
380,346,233,80,2
380,308,245,50,1
380,258,169,40,1
380,201,140,55,2
380,200,165,58,1
380,200,150,65,1
380,200,93,40,2
380,157,155,70,1
380,100,100,92,1
381,110,100,100,152
382,345,232,100,2
383,250,180,5,4
384,181,106,37,1
385,270,106,60,2
385,200,85,40,3
386,230,129,59,1
386,190,165,35,1
386,127,60,60,1
386,127,60,60,1
387,215,150,40,2
387,200,180,50,1
387,160,150,50,2
388,120,63,63,5
389,300,280,30,3
389,297,208,30,6
389,88,88,86,3
390,220,160,45,1
391,135,110,110,8
392,380,290,52,2
392,250,173,103,1
392,225,185,60,2
392,115,65,35,4
392,100,50,30,2
392,90,50,25,2
392,90,50,25,3
392,90,50,25,3
393,160,92,92,1
394,278,195,55,2
394,210,161,140,1
395,153,64,40,4
395,152,65,40,4
396,245,107,65,1
396,240,110,60,1
396,222,156,30,2
396,204,148,38,1
396,190,145,45,1
396,150,135,55,1
397,247,160,49,1
398,350,267,70,2
399,190,102,38,68
401,350,300,100,3
401,350,260,60,4
401,310,180,50,2
401,305,210,45,2
401,265,160,150,2
401,231,182,50,4
401,230,129,59,1
401,223,125,120,2
401,185,148,70,2
402,265,215,45,14
402,260,240,65,1
403,265,152,49,2
403,220,160,148,1
403,218,182,135,2
404,310,180,50,2
404,270,165,45,1
404,200,93,40,2
405,155,150,150,1
405,130,87,87,2
407,270,183,135,1
408,155,124,15,1
409,231,153,63,2
410,237,157,50,2
410,204,149,63,2
410,200,150,65,2
410,150,85,50,2
411,200,138,40,2
411,190,140,35,2
412,320,170,40,7
412,250,195,55,2
413,220,135,55,25
414,255,172,23,2
414,220,122,70,2
414,180,140,60,3
415,120,120,120,2
415,105,105,70,2
416,255,177,70,3
416,220,170,50,2
416,182,167,112,3
417,166,136,116,3
418,228,165,18,1
418,228,160,40,2
418,218,140,10,1
418,210,163,85,1
418,210,135,20,2
418,208,140,30,1
418,205,140,35,2
418,200,150,30,1
418,175,121,45,2
419,181,129,129,1
419,173,129,129,1
420,210,150,55,2
422,235,220,45,4
423,300,85,44,1
424,110,100,100,152
425,200,180,30,5
425,180,175,30,2
426,170,152,63,1
427,302,185,107,1
428,312,259,95,1
428,305,210,45,2
428,223,125,120,2
428,221,125,90,2
428,200,165,55,2
429,305,235,75,8
429,295,230,77,4
430,308,215,65,1
431,180,180,55,5
432,260,202,55,2
432,250,172,58,1
432,247,177,50,1
432,218,156,60,1
432,205,105,105,1
432,202,134,23,1
432,175,145,45,2
432,160,150,50,2
432,100,100,92,1
433,85,85,80,2
434,251,158,112,1
434,115,100,85,1
435,230,200,45,4
436,228,127,57,3
437,205,190,130,1
437,185,160,90,1
438,253,203,126,1
438,130,105,30,4
438,120,100,40,6
439,110,100,100,1
440,257,153,110,2
441,180,125,70,1
442,320,170,40,15
442,250,195,55,5
443,110,60,45,3
444,257,226,98,2
444,100,95,50,1
445,280,180,80,1
446,280,240,35,1
447,240,200,60,5
447,239,172,28,1
447,200,190,40,2
447,155,145,20,1
448,222,150,20,1
448,208,145,105,1
448,105,105,70,2
449,170,100,90,8
450,330,243,58,1
451,254,180,18,2
452,310,210,118,1
453,215,55,50,2
454,150,150,94,1
454,149,75,74,2
455,228,157,35,2
455,130,105,30,2
455,120,100,40,2
456,270,183,135,1
457,252,176,68,2
457,220,127,49,2
457,195,144,43,4
457,193,143,40,2
457,185,128,35,2
457,125,110,30,2
457,120,95,75,2
458,315,275,70,1
459,275,160,55,4
459,170,165,52,4
460,232,110,65,1
462,332,230,30,3
463,245,195,150,1
464,200,117,73,2
465,220,160,45,2
466,364,242,45,8
466,233,70,39,12
467,373,288,40,1
467,252,170,27,2
467,230,200,50,1
467,230,149,45,1
468,190,102,38,68
469,275,160,50,2
470,220,178,60,2
471,160,145,140,1
472,275,245,95,1
472,202,157,157,1
473,216,184,144,2
473,201,120,52,4
474,239,100,30,2
474,238,99,30,5
475,285,207,48,1
475,231,127,74,1
475,160,65,65,1
476,211,161,43,5
477,335,120,35,5
478,252,95,95,1
478,250,245,125,1
478,209,150,68,1
479,290,190,60,4
480,278,215,62,2
481,305,225,60,2
482,145,95,95,1
483,220,170,45,3
483,203,137,67,2
483,183,140,37,4
483,170,130,45,4
484,241,202,114,1
486,194,143,42,2
487,240,200,112,1
488,114,76,76,1
489,230,129,59,1
489,200,165,55,2
490,205,150,20,5
490,204,148,38,2
490,204,48,15,2
490,202,147,30,2
491,375,217,52,1
492,246,108,63,2
492,245,158,20,1
492,240,110,60,1
492,204,148,38,2
492,204,147,30,2
492,204,48,15,1
492,202,147,30,2
492,195,102,40,2
492,180,174,35,2
493,110,100,100,31
494,250,172,40,2
495,161,115,115,4
496,240,200,40,1
497,230,155,75,1
497,170,150,65,1
499,280,151,40,2
499,262,178,63,2
499,245,180,50,2
499,193,74,74,2
499,180,103,103,2
499,166,77,77,2
499,160,133,10,2
500,140,112,52,1
501,205,148,38,1
502,230,163,45,2
503,290,195,70,2
503,260,75,35,2
503,233,120,46,1
503,180,103,103,1
503,138,130,60,1
504,188,68,68,1
505,298,226,47,1
505,290,201,140,1
505,290,157,157,1
506,270,190,25,1
507,310,165,80,2
508,208,140,18,3
510,150,80,67,1
512,170,165,52,3
512,170,160,48,3
513,310,165,80,2
514,255,177,55,15
515,225,155,15,25
515,195,105,45,3
516,259,183,42,1
516,212,140,37,1
517,375,265,40,1
517,200,155,105,1
517,167,81,76,2
518,333,199,87,1
518,240,165,28,2
519,170,145,45,2
520,198,157,38,1
521,200,132,132,1
521,151,146,101,1
522,240,208,87,5
522,114,90,55,5
523,280,266,56,9
524,235,176,30,2
525,104,104,72,1
526,223,125,120,2
526,220,175,45,7
527,200,160,80,4
527,140,130,70,1
528,135,105,105,1
529,225,145,65,5
530,257,170,40,2
530,255,170,50,2
530,251,169,55,1
530,235,178,60,2
530,228,165,18,2
530,210,140,48,3
530,193,143,40,2
531,195,105,45,20
532,153,84,64,1
532,152,66,40,1
533,230,200,68,3
534,295,255,30,1
534,215,215,88,1
534,208,145,105,1
534,160,112,50,1
534,156,132,75,1
534,150,80,40,1
535,216,114,46,2
536,195,160,135,3
536,145,145,95,5
536,110,100,100,2
537,258,180,38,20
539,210,180,40,1
540,180,80,45,1
540,126,102,51,1
540,125,100,50,2
541,165,150,60,4
542,299,172,40,1
542,280,151,40,2
542,250,195,50,1
542,211,96,58,1
542,190,122,30,1
542,182,153,25,1
542,172,96,56,1
542,170,110,60,2
542,155,111,76,1
542,155,110,76,1
542,150,105,50,1
542,110,65,58,1
543,244,180,112,9
543,240,220,60,2
544,275,120,60,6
545,335,228,35,11
546,310,295,40,2
546,280,250,60,2
546,271,199,46,2
547,205,150,20,1
548,225,220,193,1
550,280,195,40,1
550,260,182,45,1
550,247,175,53,1
551,263,155,60,7
552,375,217,52,1
552,323,177,50,1
552,315,230,45,2
552,288,185,46,2
552,237,157,50,2
552,230,130,72,2
552,210,150,35,2
552,209,150,37,2
552,204,149,63,3
552,185,140,60,2
552,184,140,57,2
552,184,140,34,3
552,170,130,45,2
552,160,150,25,2
552,160,105,45,3
552,150,125,65,2
552,125,100,75,2
553,230,155,45,9
554,340,160,65,1
554,241,154,65,1
555,254,166,40,2
555,250,110,60,8
555,245,175,65,2
555,242,208,45,2
555,210,160,36,1
555,204,148,38,2
555,175,140,30,2
556,221,120,66,1
557,244,158,111,1
558,266,175,53,1
559,135,40,15,1
560,241,202,114,1
560,203,137,67,2
561,160,135,60,6
562,320,110,65,3
562,275,120,60,3
564,167,95,95,1
565,390,265,40,1
565,346,233,80,2
565,290,201,140,1
565,259,183,42,1
565,235,110,56,1
565,223,125,120,1
565,212,140,37,1
566,135,40,15,1
567,240,110,60,2
568,300,275,55,1
569,170,150,60,1
570,130,105,30,3
571,252,176,68,2
571,202,147,30,2
571,180,174,35,2
572,150,86,86,4
573,346,233,80,2
573,223,125,120,1
573,220,175,45,2
573,200,170,45,3
574,310,200,125,1
574,293,206,136,1
574,275,160,60,2
574,275,160,50,2
574,270,180,50,2
574,265,190,73,2
574,260,134,75,2
574,258,195,157,1
574,250,180,50,2
574,245,200,70,2
574,235,188,158,1
575,167,81,76,1
576,264,198,30,1
577,102,96,48,3
578,125,105,65,1
580,160,125,60,13
581,150,135,55,1
582,104,101,101,15
583,285,115,95,1
583,285,115,95,1
583,214,214,75,3
583,165,150,50,2
584,295,213,49,3
585,205,160,125,2
586,183,159,105,11
586,181,161,108,5
587,315,160,121,1
587,250,170,40,1
587,240,200,112,1
587,240,160,30,3
587,235,233,75,2
588,90,85,25,80
589,205,148,38,2
589,204,148,38,2
589,204,147,30,2
589,204,48,15,4
589,202,147,30,2
589,133,106,53,2
590,115,104,65,1
591,245,167,35,2
591,180,125,70,1
591,180,125,70,1
592,295,230,77,2
593,290,110,73,1
593,248,167,30,2
593,215,138,32,1
593,208,147,50,2
593,166,108,71,1
593,160,150,150,1
594,257,153,56,1
595,295,225,65,2
595,200,146,146,2
596,200,176,146,1
597,380,260,60,1
597,280,152,62,2
597,260,245,70,1
597,256,195,65,2
597,212,143,50,2
597,212,143,30,2
598,378,285,65,2
598,228,225,68,1
598,226,127,55,1
599,251,158,112,2
599,115,100,85,2
600,190,170,60,2
601,250,178,35,1
601,240,110,68,1
601,211,158,34,1
601,204,48,15,2
601,193,143,40,1
602,320,210,90,3
602,205,150,55,2
602,195,133,60,2
602,150,85,50,2
602,100,90,30,2
603,340,200,50,2
603,205,143,23,2
604,245,146,30,2
604,160,130,50,2
605,343,175,106,1
605,266,115,96,1
605,215,110,90,1
605,100,90,90,1
606,330,265,70,3
607,198,161,30,5
607,138,70,70,5
608,170,165,75,2
609,128,125,100,2
609,128,122,100,2
610,190,120,120,2
611,390,265,40,2
611,259,183,42,2
611,235,110,56,1
611,202,134,23,2
611,175,145,45,2
612,310,180,50,2
612,260,180,50,2
612,220,135,55,2
612,218,182,60,1
612,114,90,55,1
613,145,91,91,1
614,310,210,118,1
614,156,132,75,2
615,340,300,70,1
615,272,156,40,2
615,268,148,36,2
615,218,182,60,3
615,182,160,101,1
615,114,90,55,4
616,105,105,65,9
616,102,102,74,2
616,102,102,64,6
617,204,146,17,13
617,203,140,23,11
618,340,300,70,2
618,320,290,90,1
618,310,200,125,1
618,293,206,136,1
618,260,200,85,2
618,250,240,50,1
618,235,188,158,1
618,220,135,55,4
618,212,140,36,2
618,200,85,40,2
618,195,85,40,2
618,170,165,95,2
619,240,200,112,1
620,325,289,62,1
621,278,207,67,1
622,370,140,80,6
622,263,182,149,4
623,223,125,120,2
623,212,140,37,1
624,211,156,31,15
625,300,300,75,1
625,280,240,35,1
625,245,205,40,1
625,235,110,56,1
625,232,40,28,3
625,230,40,30,3
625,225,180,65,2
625,222,136,55,1
625,200,165,58,1
625,170,145,45,3
625,160,150,50,2
625,114,90,55,1
626,305,207,65,2
626,215,160,140,2
626,117,60,50,2
627,155,145,25,3
628,280,152,62,6
628,200,165,55,6
629,320,110,65,1
629,275,140,50,3
630,302,245,100,15
630,253,105,105,15
631,222,151,70,1
631,218,156,60,1
632,300,180,125,1
633,266,170,20,1
634,153,103,96,1
635,335,171,70,2
636,223,125,120,1
636,200,165,58,1
636,170,145,45,2
637,286,200,28,1
637,250,180,80,2
637,175,160,40,2
637,175,145,45,2
637,173,85,50,1
638,228,170,32,1
638,222,156,30,1
638,192,144,45,1
638,190,145,45,1
638,120,95,75,1
639,238,170,30,2
640,289,197,24,1
640,245,110,67,1
640,245,107,65,1
640,222,156,30,1
640,205,145,60,2
640,193,143,40,1
640,180,174,35,2
641,160,130,40,4
641,145,90,60,1
642,290,218,55,1
643,281,201,20,1
643,248,161,103,1
644,258,176,10,1
645,280,151,40,1
645,215,183,150,1
645,195,195,112,1
646,120,105,55,2
647,270,218,55,3
648,340,300,70,1
648,260,230,50,2
648,230,129,59,1
648,220,195,40,2
648,220,150,30,1
648,189,152,72,3
650,275,235,35,2
651,200,180,50,1
652,310,210,118,1
653,248,178,45,1
653,228,178,22,1
653,204,148,38,2
653,202,147,30,2
653,120,105,55,2
654,157,155,70,24
655,302,185,107,2
655,300,184,122,1
656,225,160,50,12
656,225,157,52,12
656,224,158,54,16
657,160,70,70,3
658,223,125,120,3
658,201,140,55,3
658,200,150,65,2
659,265,160,150,1
660,250,175,30,1
660,218,156,60,1
660,173,85,50,1
661,280,151,40,1
661,195,195,110,1
662,234,85,31,10
662,160,110,39,10
663,256,187,47,2
663,255,188,48,2
666,221,125,90,1
666,212,193,50,2
666,151,86,42,2
666,150,86,31,2
666,150,85,40,2
667,350,300,100,1
667,305,210,45,5
668,288,185,46,1
669,255,70,70,4
670,240,85,85,2
670,222,148,20,1
670,86,80,80,1
671,181,129,129,1
673,195,68,15,2
675,192,144,45,1
676,65,60,20,3
677,200,150,65,2
678,160,95,58,4
679,313,240,49,1
680,335,228,35,2
681,290,200,30,1
681,254,186,51,1
681,245,158,20,1
681,228,178,22,2
681,228,170,32,1
681,205,150,20,1
681,202,147,30,2
681,120,105,55,2
682,254,170,40,1
682,220,150,30,3
682,195,145,25,3
682,172,165,45,2
683,247,160,49,1
684,275,210,33,1
684,241,199,79,1
684,240,200,80,1
685,275,160,60,8
685,210,180,50,5
686,315,160,121,1
687,282,167,43,1
687,260,180,50,5
687,145,120,70,5
688,350,300,100,2
688,280,240,35,2
